age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;do_not_disturb;y
59;blue-collar;married;primary;no;-568;yes;no;cellular;1;jul;493;1;298;4;unknown;0;no
59;unemployed;married;tertiary;no;-76;no;no;cellular;25;mar;498;3;353;5;unknown;0;no
44;unemployed;married;secondary;no;-1002;no;no;unknown;12;aug;287;7;26;3;unknown;0;no
89;retired;single;secondary;no;3548;yes;no;cellular;16;jan;311;4;115;0;unknown;0;no
81;entrepreneur;single;tertiary;no;-464;yes;no;cellular;23;mar;410;10;33;4;other;0;no
20;blue-collar;divorced;secondary;no;3705;no;no;telephone;16;sep;156;11;390;3;unknown;0;no
33;management;married;secondary;no;-385;no;no;telephone;26;sep;118;5;236;0;success;1;no
32;services;married;tertiary;no;705;yes;yes;cellular;28;apr;129;7;348;4;unknown;0;no
82;entrepreneur;married;primary;no;1506;yes;no;unknown;6;mar;278;7;238;1;unknown;0;no
55;student;married;unknown;no;1861;yes;no;cellular;22;oct;126;3;252;0;failure;0;no
70;housemaid;married;tertiary;no;-1372;yes;no;cellular;6;dec;75;6;271;0;unknown;0;no
76;entrepreneur;single;unknown;no;3511;yes;no;cellular;20;jul;12;3;389;0;unknown;0;yes
73;student;married;tertiary;no;585;yes;no;unknown;16;sep;23;11;347;2;unknown;1;no
24;self-employed;married;secondary;no;3031;no;yes;cellular;25;sep;92;6;172;0;unknown;0;no
28;blue-collar;single;secondary;no;1351;yes;yes;cellular;6;nov;96;5;249;3;unknown;0;yes
46;technician;single;primary;no;3159;no;no;cellular;28;mar;241;3;197;4;unknown;0;no
42;unemployed;married;tertiary;no;165;no;no;unknown;15;jul;64;2;65;4;unknown;0;yes
71;unemployed;married;primary;no;-968;no;no;telephone;23;feb;318;1;236;5;unknown;0;yes
29;management;single;tertiary;no;2680;no;no;unknown;23;apr;613;4;145;5;unknown;0;no
44;self-employed;single;secondary;no;-81;no;no;cellular;23;jun;469;7;310;0;unknown;0;yes
35;self-employed;single;primary;no;5776;yes;no;unknown;7;dec;7;11;350;2;unknown;0;no
31;management;married;primary;no;1602;yes;no;cellular;6;may;160;8;278;0;unknown;0;yes
30;blue-collar;married;tertiary;no;-2720;yes;no;unknown;3;jan;34;2;65;1;unknown;0;no
32;services;divorced;secondary;no;-356;yes;no;cellular;25;jul;259;1;366;2;unknown;0;no
58;technician;married;secondary;no;-1597;yes;no;cellular;17;jun;270;6;128;5;unknown;0;no
47;services;married;primary;no;4618;yes;no;unknown;25;sep;254;6;184;2;unknown;0;yes
49;retired;divorced;secondary;no;3720;yes;no;unknown;10;jan;10;1;250;1;failure;0;yes
52;management;married;tertiary;no;1216;yes;no;cellular;17;nov;90;7;224;1;unknown;0;yes
71;technician;single;secondary;no;2270;no;yes;cellular;2;sep;411;2;306;4;unknown;0;no
80;retired;divorced;secondary;no;1136;no;yes;cellular;19;aug;299;7;162;1;other;0;no
55;unemployed;married;primary;no;3981;yes;no;cellular;26;nov;46;11;261;4;unknown;0;no
64;management;single;primary;no;2959;yes;no;cellular;18;mar;36;1;314;0;unknown;0;yes
71;blue-collar;married;secondary;no;3499;yes;no;cellular;24;may;205;4;204;5;other;0;yes
67;services;divorced;primary;no;824;yes;no;cellular;16;apr;195;9;285;1;success;0;yes
27;entrepreneur;divorced;primary;no;-494;no;no;cellular;13;apr;37;9;340;5;unknown;0;no
88;entrepreneur;divorced;primary;no;3395;yes;no;cellular;6;nov;158;6;381;5;unknown;0;no
29;student;married;secondary;no;6054;yes;yes;cellular;7;nov;123;11;206;3;unknown;0;no
47;admin.;single;tertiary;no;4718;no;no;cellular;19;mar;102;5;387;2;unknown;0;yes
64;self-employed;divorced;primary;no;6144;yes;yes;unknown;12;mar;134;8;180;1;success;0;yes
47;management;single;secondary;no;1886;no;no;cellular;11;feb;274;5;221;5;unknown;0;yes
35;admin.;single;secondary;no;-1509;yes;no;unknown;16;feb;237;11;52;5;unknown;0;no
84;entrepreneur;married;tertiary;no;-1243;yes;no;unknown;16;dec;471;5;9;5;unknown;0;no
23;technician;divorced;secondary;no;5538;yes;no;cellular;23;mar;259;2;176;5;unknown;0;yes
35;technician;married;tertiary;no;-4185;no;no;telephone;26;jan;380;10;232;3;unknown;0;yes
89;student;married;tertiary;no;5914;yes;no;cellular;4;nov;44;5;192;3;unknown;0;yes
70;services;divorced;unknown;no;-962;yes;no;cellular;4;sep;250;8;257;4;success;0;yes
24;unemployed;divorced;tertiary;no;7170;no;no;cellular;24;sep;145;5;109;3;unknown;0;yes
72;services;divorced;primary;no;1188;no;no;cellular;27;feb;364;4;21;0;unknown;0;no
87;technician;married;tertiary;no;3567;yes;yes;unknown;16;jan;270;3;283;0;unknown;1;no
25;admin.;married;tertiary;no;8555;no;no;cellular;16;aug;535;1;67;3;unknown;0;no
47;admin.;married;secondary;no;409;no;no;cellular;21;jul;33;1;123;5;failure;0;no
51;blue-collar;married;primary;no;359;no;no;telephone;27;mar;77;5;346;5;failure;0;yes
27;retired;divorced;tertiary;no;-684;yes;no;cellular;11;jun;288;9;-1;2;failure;0;no
32;admin.;single;primary;no;-1605;no;yes;cellular;6;nov;194;3;169;3;unknown;0;yes
30;management;married;tertiary;no;410;yes;yes;cellular;23;nov;31;8;252;3;unknown;0;yes
31;management;married;secondary;no;-264;yes;no;cellular;2;jan;294;7;368;2;unknown;0;no
47;unemployed;married;tertiary;no;-2350;yes;no;cellular;3;jan;120;8;133;3;other;0;yes
51;student;divorced;primary;no;768;yes;no;cellular;18;apr;310;8;125;3;unknown;0;no
35;entrepreneur;single;tertiary;yes;2749;no;no;cellular;9;sep;119;10;76;0;unknown;0;yes
38;student;married;secondary;no;-1287;no;no;cellular;15;oct;161;4;392;0;unknown;0;no
31;services;married;tertiary;no;912;yes;no;cellular;14;jul;251;8;83;1;unknown;0;no
75;services;married;secondary;no;5619;yes;yes;cellular;21;jul;253;10;267;1;unknown;0;no
33;housemaid;married;primary;no;-2858;yes;no;cellular;5;jun;359;8;346;4;unknown;0;no
83;management;divorced;secondary;no;7195;no;no;cellular;17;jun;171;11;298;1;failure;0;no
56;self-employed;single;primary;no;-622;yes;no;cellular;21;feb;309;10;203;4;unknown;0;no
75;blue-collar;married;unknown;no;2002;no;no;unknown;15;jun;206;6;237;0;success;0;no
63;services;single;primary;no;5237;yes;no;cellular;9;dec;366;9;131;3;unknown;1;yes
37;self-employed;married;secondary;no;6153;no;yes;cellular;26;jul;87;6;214;4;unknown;0;no
61;unemployed;married;tertiary;no;2809;no;no;cellular;4;aug;300;10;301;4;failure;0;no
37;housemaid;single;secondary;no;-683;yes;yes;cellular;10;dec;470;1;289;3;unknown;0;yes
26;retired;married;secondary;no;-948;no;no;unknown;16;jan;106;11;59;4;unknown;1;no
36;technician;married;secondary;no;-324;no;no;telephone;8;sep;120;10;75;5;unknown;0;yes
37;entrepreneur;single;secondary;no;7067;yes;yes;cellular;19;apr;187;4;285;3;success;0;no
27;technician;divorced;tertiary;no;250;yes;no;cellular;23;jun;116;2;191;4;unknown;0;no
19;entrepreneur;married;secondary;no;2370;no;yes;cellular;15;jan;293;7;173;1;unknown;0;no
85;retired;single;secondary;no;-1731;yes;no;telephone;10;apr;318;7;379;4;unknown;0;yes
54;housemaid;married;secondary;no;-2069;no;no;unknown;17;jul;136;5;59;1;unknown;0;no
46;self-employed;single;tertiary;no;1479;yes;yes;cellular;16;jul;405;8;357;0;unknown;0;yes
84;retired;married;secondary;no;425;no;no;cellular;23;may;22;6;214;0;unknown;0;no
34;self-employed;single;tertiary;no;644;no;no;cellular;18;dec;250;4;372;0;unknown;0;no
47;technician;married;secondary;no;-3037;yes;no;cellular;1;mar;249;6;195;4;unknown;0;no
78;technician;divorced;secondary;no;1179;yes;no;cellular;9;mar;168;2;319;2;unknown;0;no
63;student;divorced;tertiary;no;6047;no;no;unknown;11;jul;158;6;87;1;unknown;0;yes
46;unemployed;married;primary;no;-1159;yes;no;cellular;10;may;341;8;312;0;unknown;0;yes
36;retired;single;secondary;no;4092;yes;no;unknown;25;apr;119;11;78;3;unknown;0;no
20;technician;married;primary;no;-8993;no;no;cellular;2;jan;197;4;369;4;unknown;0;yes
24;management;single;tertiary;no;-1007;yes;no;cellular;21;jul;373;1;228;0;unknown;1;yes
29;entrepreneur;married;secondary;no;-4331;no;no;cellular;8;aug;271;2;304;2;unknown;1;yes
74;self-employed;married;secondary;no;5108;yes;no;cellular;16;jul;260;10;365;2;unknown;0;yes
64;student;single;primary;no;4036;no;no;cellular;10;oct;125;11;30;5;unknown;0;yes
49;retired;married;tertiary;no;-1702;no;no;cellular;2;aug;253;9;130;0;success;0;yes
74;blue-collar;married;secondary;no;2267;yes;yes;cellular;1;aug;321;6;227;0;failure;0;yes
29;technician;married;secondary;no;5005;yes;no;cellular;11;apr;91;11;-1;1;unknown;0;no
33;admin.;married;primary;no;5471;yes;no;unknown;24;oct;6;8;9;5;unknown;0;no
46;retired;married;secondary;no;182;no;yes;unknown;10;nov;377;3;262;0;success;0;yes
84;unemployed;single;secondary;no;-5226;yes;no;telephone;25;oct;590;4;66;4;success;0;yes
62;technician;single;tertiary;no;-1295;yes;no;cellular;26;feb;518;11;195;2;other;0;no
79;retired;married;tertiary;no;3698;no;no;cellular;5;dec;305;2;269;4;unknown;0;yes
35;entrepreneur;married;primary;no;7696;no;yes;telephone;24;jul;470;8;309;1;unknown;0;no
79;housemaid;single;secondary;no;1237;yes;no;cellular;17;jun;93;1;368;2;unknown;0;no
23;student;single;secondary;no;-420;no;no;cellular;16;mar;580;8;3;2;unknown;0;yes
34;management;single;primary;no;8598;no;yes;cellular;13;feb;12;4;-1;2;unknown;0;no
55;retired;married;secondary;no;2617;yes;no;cellular;27;nov;5;1;12;2;success;0;yes
21;self-employed;married;secondary;no;-2283;no;no;cellular;4;jul;209;1;301;4;unknown;0;yes
79;entrepreneur;single;tertiary;no;1043;no;no;cellular;1;nov;139;3;27;0;failure;0;yes
80;management;married;secondary;no;4399;no;no;telephone;1;oct;149;11;179;5;unknown;0;no
56;entrepreneur;married;secondary;no;1188;no;no;cellular;25;oct;408;11;-1;5;unknown;0;no
40;technician;married;unknown;no;3783;yes;yes;cellular;19;may;467;3;328;0;failure;0;yes
25;retired;single;secondary;no;-3415;no;no;cellular;15;may;31;4;325;5;unknown;0;yes
62;management;married;primary;no;-2902;no;no;telephone;3;jun;548;2;251;3;unknown;0;yes
56;student;single;secondary;no;-804;yes;no;cellular;4;jan;26;6;388;5;failure;0;no
72;admin.;single;unknown;no;553;yes;no;unknown;25;sep;99;10;232;1;unknown;0;no
61;self-employed;married;secondary;no;2401;no;no;cellular;25;nov;726;6;272;5;success;0;yes
27;management;single;secondary;no;3310;yes;no;cellular;23;jan;293;9;166;2;unknown;0;no
26;admin.;single;secondary;no;8798;yes;no;cellular;25;nov;88;11;392;2;success;1;yes
74;entrepreneur;married;secondary;no;-815;yes;no;cellular;21;aug;272;11;135;3;unknown;0;no
29;entrepreneur;single;primary;no;458;yes;no;cellular;22;jul;361;4;92;4;unknown;0;no
85;technician;married;secondary;no;-731;yes;no;cellular;24;sep;287;3;198;1;unknown;0;no
25;admin.;married;tertiary;no;4638;yes;no;cellular;13;jan;476;6;65;0;unknown;0;no
70;technician;single;tertiary;no;4801;yes;yes;cellular;3;dec;46;1;267;0;success;0;yes
88;retired;single;primary;no;57;yes;yes;cellular;4;nov;89;5;232;5;unknown;0;no
49;technician;married;secondary;no;7597;no;no;cellular;18;sep;41;8;147;0;failure;0;no
22;entrepreneur;divorced;primary;no;-726;no;no;unknown;6;apr;53;3;1;0;unknown;0;yes
81;admin.;single;secondary;no;4489;yes;yes;unknown;6;feb;228;9;192;0;failure;0;yes
31;housemaid;single;secondary;no;5763;yes;yes;cellular;25;apr;7;10;210;1;unknown;0;yes
55;self-employed;married;secondary;no;-2684;yes;no;unknown;15;jun;278;4;235;0;unknown;0;no
88;entrepreneur;married;tertiary;no;3132;yes;no;cellular;14;dec;346;4;12;2;unknown;0;no
71;student;married;secondary;no;-6775;no;no;unknown;11;may;24;11;-1;0;unknown;0;yes
21;student;single;secondary;no;3872;no;no;unknown;8;sep;93;9;310;1;unknown;0;yes
77;admin.;married;tertiary;no;-1904;yes;no;cellular;4;may;117;9;80;2;unknown;0;yes
29;management;single;tertiary;no;3102;no;yes;cellular;27;jan;176;4;357;2;unknown;0;no
71;housemaid;married;tertiary;no;3664;no;no;unknown;21;oct;187;5;68;2;unknown;0;no
62;management;single;tertiary;no;4760;yes;no;cellular;25;may;401;8;142;0;unknown;0;yes
38;housemaid;single;secondary;no;4070;no;no;cellular;9;jul;415;8;348;0;unknown;0;no
48;housemaid;single;secondary;no;1567;yes;no;unknown;3;may;58;3;44;4;unknown;0;yes
26;student;single;secondary;no;258;no;no;cellular;4;sep;358;1;359;0;unknown;0;no
89;management;divorced;tertiary;no;1176;yes;no;cellular;28;oct;494;1;1;2;unknown;0;no
35;management;married;primary;no;-1948;yes;no;cellular;25;sep;461;4;66;1;unknown;0;no
40;admin.;single;tertiary;no;764;yes;no;unknown;27;nov;260;6;114;0;unknown;0;yes
54;management;divorced;secondary;no;527;yes;no;cellular;4;sep;209;2;277;0;unknown;0;no
66;management;single;tertiary;no;-964;yes;no;unknown;12;jul;60;1;231;0;unknown;0;no
54;retired;married;secondary;no;-3823;no;no;cellular;6;oct;137;4;163;1;unknown;0;no
54;retired;divorced;unknown;no;-2430;yes;no;cellular;17;sep;78;10;221;4;unknown;0;yes
59;self-employed;married;primary;no;-8050;no;no;cellular;1;mar;448;3;216;0;unknown;0;no
79;housemaid;married;secondary;no;476;yes;no;cellular;12;apr;167;8;316;4;unknown;0;yes
46;housemaid;married;tertiary;no;2481;no;no;cellular;15;feb;202;8;160;0;other;0;yes
77;admin.;married;secondary;no;-6647;yes;no;cellular;8;oct;96;7;371;1;failure;0;no
74;blue-collar;married;secondary;no;2110;yes;no;cellular;24;feb;62;10;184;3;unknown;0;no
87;housemaid;married;tertiary;no;1032;yes;no;telephone;3;feb;362;4;337;5;failure;1;no
83;services;divorced;tertiary;no;-2130;yes;no;cellular;24;oct;320;2;274;0;unknown;0;yes
75;retired;married;primary;no;106;yes;no;telephone;1;jan;406;2;158;3;failure;0;yes
35;entrepreneur;married;secondary;no;4552;no;no;unknown;21;dec;130;5;111;2;unknown;0;no
73;housemaid;divorced;secondary;no;-1522;yes;no;telephone;19;mar;483;6;198;4;failure;0;no
71;self-employed;single;secondary;no;1636;yes;no;unknown;14;dec;194;7;2;4;unknown;0;yes
38;retired;married;secondary;no;2439;yes;no;cellular;2;aug;375;10;130;4;unknown;0;no
66;retired;married;primary;no;-1066;no;no;unknown;25;jan;307;2;198;0;unknown;0;yes
36;retired;single;secondary;no;4424;yes;no;unknown;26;oct;302;7;142;1;unknown;0;yes
55;entrepreneur;single;secondary;no;2611;yes;yes;cellular;22;dec;205;4;33;1;failure;0;no
75;retired;single;tertiary;no;644;yes;no;telephone;27;dec;175;8;235;4;unknown;0;yes
31;retired;married;secondary;no;8489;no;yes;telephone;25;nov;200;3;382;3;unknown;0;yes
42;technician;single;secondary;no;4437;no;yes;unknown;24;mar;100;1;169;3;failure;0;yes
75;blue-collar;single;tertiary;no;-3658;yes;no;cellular;7;mar;62;7;132;1;unknown;0;no
50;services;single;tertiary;no;232;yes;no;cellular;24;apr;32;4;278;0;unknown;0;no
87;blue-collar;divorced;secondary;no;8799;yes;no;unknown;17;jul;225;10;2;3;unknown;0;no
18;self-employed;single;unknown;no;-1546;yes;no;unknown;3;oct;482;9;358;5;unknown;1;no
69;housemaid;single;secondary;no;1599;no;no;cellular;1;dec;441;6;189;4;unknown;0;yes
76;blue-collar;single;secondary;no;5092;no;no;cellular;8;jun;266;5;302;1;unknown;0;no
84;student;single;secondary;no;3356;yes;no;cellular;15;jun;122;8;124;5;unknown;0;yes
29;student;married;primary;no;3789;no;no;telephone;28;nov;632;6;77;1;unknown;0;no
88;retired;married;tertiary;no;3612;yes;yes;cellular;25;dec;356;8;272;5;failure;0;no
46;housemaid;single;secondary;yes;1476;no;no;unknown;28;jun;338;9;111;4;unknown;0;yes
43;management;single;tertiary;no;-976;no;no;cellular;21;jul;46;11;280;0;unknown;0;no
43;self-employed;married;secondary;no;2704;no;no;cellular;4;apr;271;4;277;0;other;0;yes
63;retired;married;primary;no;191;yes;no;cellular;22;may;27;7;277;5;unknown;0;yes
65;services;single;secondary;no;-44;yes;no;cellular;11;oct;636;6;313;0;unknown;0;yes
52;technician;single;primary;no;5847;yes;no;cellular;9;feb;51;3;153;0;unknown;0;no
23;self-employed;married;tertiary;no;257;yes;yes;telephone;15;apr;98;3;392;2;unknown;0;no
89;management;married;tertiary;no;6518;yes;no;cellular;12;feb;90;1;342;2;success;0;yes
33;housemaid;married;tertiary;no;2170;no;no;cellular;18;apr;145;4;183;2;unknown;0;yes
24;admin.;divorced;tertiary;no;922;no;no;cellular;28;sep;354;2;13;2;unknown;0;no
61;blue-collar;divorced;secondary;no;-4052;no;no;cellular;9;nov;220;3;10;1;success;0;no
47;retired;single;primary;no;7759;no;no;cellular;8;apr;228;2;184;0;unknown;0;yes
62;retired;married;secondary;no;1382;yes;no;cellular;28;nov;363;1;5;2;other;0;no
81;technician;single;tertiary;no;-5412;yes;no;unknown;3;may;83;6;378;1;unknown;0;yes
25;admin.;married;secondary;no;4363;yes;no;cellular;24;apr;369;11;165;2;unknown;0;no
38;management;divorced;primary;no;1249;no;no;cellular;11;dec;246;5;163;4;unknown;0;yes
55;blue-collar;married;secondary;no;-1393;yes;no;cellular;27;jul;79;6;207;0;unknown;0;yes
74;housemaid;married;secondary;no;4193;yes;no;cellular;22;mar;246;7;392;1;unknown;0;no
61;blue-collar;single;secondary;no;-6246;yes;no;cellular;4;mar;242;7;236;5;unknown;0;yes
45;services;married;primary;no;-742;no;no;cellular;15;may;304;1;282;3;other;0;yes
61;services;single;secondary;no;501;no;no;cellular;8;feb;494;5;220;3;unknown;0;yes
88;unemployed;single;secondary;no;3956;no;no;unknown;2;nov;461;10;160;5;unknown;0;yes
52;retired;married;tertiary;no;8120;yes;no;cellular;18;aug;41;3;29;2;unknown;0;yes
81;self-employed;married;tertiary;no;665;yes;no;cellular;19;dec;68;2;271;0;failure;0;no
74;retired;single;primary;no;2779;yes;no;unknown;23;mar;490;8;196;5;unknown;0;yes
39;unemployed;single;tertiary;no;9645;no;no;cellular;21;oct;352;8;378;0;unknown;0;yes
35;admin.;married;tertiary;no;1414;yes;no;cellular;18;sep;297;8;50;4;unknown;0;no
73;services;married;secondary;no;2804;yes;no;telephone;17;may;307;8;338;1;other;0;yes
32;self-employed;single;tertiary;no;-2312;yes;no;cellular;18;may;294;4;266;4;unknown;0;yes
42;management;married;tertiary;no;7277;yes;no;cellular;5;feb;7;7;73;0;failure;0;yes
34;retired;single;secondary;no;-738;no;yes;unknown;18;oct;107;10;204;1;unknown;0;no
61;unemployed;single;secondary;no;2205;yes;no;cellular;6;oct;419;2;325;0;unknown;0;yes
39;admin.;married;secondary;no;2120;no;no;cellular;17;jul;351;8;280;3;unknown;0;no
65;blue-collar;single;secondary;no;1656;yes;yes;cellular;12;nov;276;7;86;2;unknown;0;yes
85;management;married;unknown;no;97;yes;no;cellular;24;aug;90;4;274;1;unknown;0;no
77;technician;married;secondary;no;2123;no;no;unknown;11;sep;417;11;34;3;unknown;1;yes
86;retired;single;secondary;no;6672;yes;no;unknown;1;dec;26;2;50;0;unknown;0;no
19;retired;divorced;tertiary;no;8242;no;yes;unknown;3;may;516;9;157;4;unknown;0;no
50;services;single;tertiary;no;874;yes;no;cellular;6;aug;74;7;18;0;unknown;0;yes
33;blue-collar;married;secondary;no;51;yes;yes;unknown;25;aug;45;2;234;0;failure;0;yes
84;housemaid;single;tertiary;no;-1026;yes;no;telephone;22;nov;226;5;68;1;unknown;0;no
69;services;married;secondary;no;9458;no;no;cellular;26;sep;262;4;120;3;unknown;0;yes
41;student;married;secondary;no;1786;no;no;telephone;21;apr;239;5;234;5;unknown;0;yes
58;unemployed;married;secondary;no;4745;no;no;unknown;5;nov;44;9;337;4;other;0;yes
61;housemaid;married;tertiary;no;3489;no;no;cellular;2;oct;304;8;50;2;unknown;0;yes
53;admin.;married;secondary;no;8025;yes;no;cellular;16;feb;415;3;126;3;failure;0;yes
52;housemaid;divorced;secondary;no;656;no;no;cellular;15;sep;203;9;168;4;unknown;0;no
21;management;married;secondary;no;-1921;yes;no;cellular;13;apr;89;8;42;2;unknown;0;no
50;entrepreneur;single;tertiary;no;6978;no;no;cellular;17;apr;177;2;74;4;failure;0;yes
43;housemaid;single;primary;no;4109;no;no;cellular;12;may;6;11;196;2;unknown;0;no
76;services;married;secondary;no;2768;yes;no;cellular;7;apr;166;1;151;2;unknown;0;yes
80;services;married;tertiary;no;6005;no;yes;telephone;17;oct;110;4;251;4;success;0;yes
72;admin.;married;tertiary;no;2939;no;no;unknown;12;mar;544;4;347;4;unknown;1;no
20;unemployed;married;secondary;no;6109;yes;no;cellular;13;nov;203;2;106;1;unknown;0;no
78;housemaid;single;secondary;no;2139;no;yes;cellular;24;jan;165;8;64;0;unknown;1;no
46;retired;divorced;secondary;no;4105;yes;no;cellular;13;apr;362;6;357;1;success;1;yes
47;technician;divorced;secondary;no;2979;no;no;cellular;27;jun;342;9;135;5;unknown;0;no
86;management;married;secondary;no;424;no;no;unknown;5;jul;73;4;18;0;unknown;0;no
80;retired;married;tertiary;no;783;yes;no;cellular;19;nov;593;10;367;4;unknown;0;no
21;student;married;primary;no;221;yes;no;unknown;20;aug;259;6;235;2;unknown;0;yes
43;technician;divorced;tertiary;no;2196;yes;no;cellular;3;jul;401;1;388;5;unknown;0;no
71;management;married;primary;no;32;no;no;telephone;17;feb;100;4;335;3;unknown;0;no
56;entrepreneur;married;tertiary;no;2707;no;no;cellular;21;jan;171;4;249;4;unknown;1;no
36;services;single;primary;no;2605;no;no;cellular;2;oct;196;6;323;3;unknown;0;yes
55;self-employed;single;primary;no;2015;no;no;cellular;24;jul;0;8;49;2;failure;0;no
80;student;married;secondary;no;2067;no;yes;cellular;11;jun;454;2;258;0;failure;1;no
34;retired;single;secondary;no;-298;yes;no;cellular;19;jul;63;9;59;1;unknown;0;yes
71;housemaid;married;secondary;no;554;no;no;cellular;7;nov;225;2;11;5;unknown;0;no
70;housemaid;married;secondary;no;-3611;yes;yes;cellular;4;jun;339;11;329;2;unknown;0;yes
81;entrepreneur;married;tertiary;no;1040;yes;no;cellular;11;jul;305;5;26;2;success;0;yes
39;services;married;secondary;no;-1557;yes;no;cellular;5;jul;119;11;-1;5;unknown;0;no
33;admin.;divorced;secondary;no;1699;yes;no;cellular;4;oct;136;1;189;0;unknown;0;no
57;management;married;secondary;no;-743;no;no;cellular;17;mar;81;3;144;3;unknown;0;yes
56;technician;single;tertiary;no;-4752;yes;no;cellular;18;jan;68;11;377;3;unknown;0;no
47;management;married;primary;no;8157;yes;yes;cellular;26;dec;62;2;272;4;unknown;0;yes
74;entrepreneur;single;secondary;no;705;yes;no;cellular;17;jun;204;4;25;0;unknown;0;no
75;unemployed;divorced;primary;no;5741;yes;no;cellular;16;jul;67;7;55;4;unknown;0;yes
35;services;married;secondary;no;-180;yes;no;cellular;17;jun;38;3;340;5;unknown;0;yes
75;admin.;divorced;secondary;no;6494;no;no;cellular;28;apr;64;4;317;3;unknown;0;yes
34;services;single;primary;no;-2055;yes;no;cellular;11;mar;98;8;324;3;other;0;no
47;blue-collar;single;primary;no;1928;no;no;cellular;20;sep;208;6;104;3;unknown;0;no
19;housemaid;married;tertiary;no;-1876;yes;no;cellular;21;jul;73;5;381;1;failure;0;no
42;retired;single;primary;no;9202;yes;no;cellular;5;aug;225;8;189;5;other;0;no
87;management;married;secondary;no;652;no;yes;cellular;24;oct;204;11;55;2;unknown;0;no
49;unemployed;divorced;secondary;no;3885;yes;no;cellular;12;apr;179;10;350;4;unknown;0;no
69;admin.;divorced;tertiary;no;2751;yes;no;cellular;12;jun;349;1;36;0;unknown;1;yes
25;services;married;tertiary;no;1323;yes;no;telephone;7;aug;74;7;42;0;unknown;0;no
63;admin.;divorced;primary;no;2953;no;yes;telephone;13;oct;350;6;147;2;unknown;0;yes
44;blue-collar;divorced;tertiary;no;5477;no;no;cellular;17;feb;298;5;328;0;unknown;0;no
71;retired;single;secondary;no;3404;yes;no;telephone;26;apr;180;3;204;3;failure;0;no
84;unemployed;married;secondary;no;1887;no;no;unknown;9;mar;58;3;56;3;success;0;yes
56;unemployed;married;secondary;no;2957;yes;no;unknown;17;apr;227;8;342;0;unknown;0;no
25;retired;married;tertiary;no;7145;no;no;cellular;25;dec;309;11;204;3;unknown;0;no
52;self-employed;married;secondary;no;149;no;no;unknown;15;mar;60;7;367;4;unknown;0;yes
26;student;divorced;secondary;no;-4161;yes;no;cellular;6;oct;341;3;239;1;unknown;0;yes
50;technician;married;primary;no;-1889;yes;no;cellular;21;oct;567;3;123;1;unknown;0;no
22;student;single;secondary;no;-1666;no;no;cellular;16;sep;207;3;45;4;failure;0;no
64;services;single;unknown;no;-1243;yes;no;cellular;9;feb;480;6;328;0;unknown;0;no
40;services;single;secondary;no;-1140;no;no;cellular;25;jan;314;8;34;3;success;0;yes
32;blue-collar;married;unknown;no;1329;no;no;cellular;1;feb;272;9;334;1;unknown;0;no
19;admin.;single;primary;no;2142;no;no;telephone;28;nov;79;8;298;4;unknown;0;yes
81;retired;single;tertiary;no;2110;yes;yes;cellular;20;jan;151;11;161;0;unknown;0;yes
78;services;single;tertiary;no;-790;no;no;cellular;20;sep;23;10;227;4;unknown;0;no
76;blue-collar;married;tertiary;no;4381;yes;no;cellular;19;may;408;3;179;5;success;0;no
22;housemaid;single;primary;no;3003;no;no;cellular;28;dec;71;11;10;3;unknown;0;yes
43;student;married;secondary;no;6143;no;yes;cellular;12;jun;572;1;351;2;unknown;0;no
87;services;single;primary;no;3940;no;no;telephone;28;jun;307;9;302;4;success;0;yes
59;blue-collar;married;secondary;no;351;no;no;cellular;2;jun;298;7;350;5;unknown;0;yes
27;blue-collar;married;unknown;no;5316;yes;no;unknown;27;oct;44;1;231;3;unknown;0;no
28;retired;single;secondary;no;2220;yes;no;cellular;27;oct;353;4;384;3;unknown;0;yes
36;unemployed;married;primary;no;3793;no;yes;cellular;8;dec;175;10;19;3;success;0;no
88;student;divorced;secondary;no;3561;yes;no;cellular;21;may;107;9;242;0;unknown;0;no
30;retired;divorced;secondary;no;1027;yes;no;telephone;11;nov;88;7;363;0;unknown;0;yes
83;admin.;married;secondary;no;1709;no;no;telephone;11;jan;28;9;191;1;unknown;0;no
66;student;married;secondary;no;1005;no;no;unknown;15;aug;221;3;184;0;unknown;0;yes
84;student;married;tertiary;no;-1158;yes;no;cellular;6;aug;186;3;329;3;unknown;0;no
77;management;divorced;primary;no;-5034;yes;no;cellular;7;jan;42;7;139;2;unknown;0;no
41;blue-collar;single;secondary;no;-681;yes;no;cellular;16;mar;322;5;26;0;failure;0;no
77;self-employed;married;secondary;no;1997;no;no;unknown;28;dec;645;3;104;3;success;0;yes
30;blue-collar;married;primary;no;4656;no;no;cellular;1;jan;64;1;348;3;success;0;yes
38;blue-collar;married;secondary;no;3787;yes;no;cellular;13;jul;197;5;118;1;other;0;no
33;student;single;secondary;no;561;yes;no;cellular;13;oct;551;8;81;5;unknown;0;no
27;self-employed;married;secondary;no;-640;no;no;cellular;21;dec;64;5;170;1;unknown;0;no
24;blue-collar;married;tertiary;no;860;yes;no;unknown;28;mar;307;7;184;1;unknown;0;no
31;technician;single;secondary;no;-1525;no;no;telephone;16;aug;298;3;378;5;unknown;0;no
26;retired;married;secondary;no;-4945;yes;no;cellular;21;oct;351;11;272;5;unknown;0;yes
